Survey ID,Room Rate Clean,Room Number Clean,Room Type Clean,Survey language,Arrival Date,Departure Date,Loyalty Program Tier,Mobile Check-In,Intent to Recommend (Property),Cleanliness,Staff Service,Food and Beverage,Maintenance and Upkeep,Design and Décor,Overall Score
499,280.67,1525,CK,English,9/27/2023,9/30/2023,Gold,No,9,8,8,8,6,8,4.5
500,218,1707,CK,English,9/29/2023,10/3/2023,Member,No,10,8,8,6,8,8,5
502,161,1207,PQ,English,9/17/2023,9/22/2023,Non-Member,No,8,9,8,8,8,8,4
505,265.67,1704,CK,English,9/29/2023,10/2/2023,Member,No,8,8,8,8,8,8,4
508,223.33,1022,GK,English,10/3/2023,10/6/2023,Member,No,10,10,10,10,10,10,5
509,199,1711,ES,English,9/29/2023,9/30/2023,Titanium,Yes,10,10,10,8,9,8,5
511,309.6,715,PQ,English,10/3/2023,10/4/2023,Gold,No,3,7,3,3,3,4,1.5
515,287.37,324,GK,English,10/3/2023,10/4/2023,Member,Yes,7,10,9,9,9,8,3.5
516,169,1214,GK,English,9/29/2023,9/30/2023,Titanium,Yes,8,9,9,10,9,9,4
518,234.67,1514,CK,English,10/2/2023,10/5/2023,Platinum,No,10,10,10,10,10,10,5
520,282.6,310,GQ,English,9/26/2023,9/30/2023,Member,No,9,9,10,8,6,8,4.5
522,244,311,GK,English,9/27/2023,9/28/2023,Member,Yes,7,7,6,9,8,7,3.5
524,165,325,GK,English,10/3/2023,10/4/2023,Gold,Yes,2,4,3,2,5,2,1
525,222,1620,CK,English,9/22/2023,9/28/2023,Platinum,No,10,9,10,9,9,9,5
527,289,1214,GK,English,10/2/2023,10/4/2023,Member,No,10,10,10,9,7,9,5
528,228.6,905,PQ,English,10/1/2023,10/2/2023,Silver,No,7,8,8,6,8,6,3.5
529,292.33,1405,PK,English,10/1/2023,10/4/2023,Titanium,No,10,10,10,10,10,10,5
531,161,323,GK,English,9/17/2023,9/22/2023,Member,No,10,10,10,10,10,10,5
532,165,515,GQ,English,9/28/2023,9/29/2023,Member,Yes,9,9,10,9,9,9,4.5
533,277,615,PQ,English,9/27/2023,9/30/2023,Member,No,10,10,10,9,10,10,5
534,245,809,GDA,English,9/30/2023,10/2/2023,Member,No,8,9,9,6,7,9,4
535,215,1515,CK,English,9/30/2023,10/1/2023,Member,No,7,9,8,7,9,6,3.5
538,249,1720,CK,English,9/29/2023,10/2/2023,Silver,No,10,10,10,9,10,9,5
539,242.1,625,PK,English,10/1/2023,10/2/2023,Member,No,5,4,10,9,5,9,2.5
540,245.67,424,GK,English,9/28/2023,10/2/2023,Member,Yes,10,10,10,8,10,9,5
541,254,223,GQ,English,9/30/2023,10/2/2023,Member,No,8,8,10,7,6,10,4
542,161,215,GQ,English,9/29/2023,10/1/2023,Silver,No,2,7,3,,1,5,1
545,228.6,1611,CK,English,10/1/2023,10/2/2023,Member,No,10,9,10,,8,7,5
546,279,1015,PQ,English,10/1/2023,10/2/2023,Gold,No,10,10,10,10,10,10,5
549,369,1510,CK,English,9/27/2023,9/29/2023,Member,Yes,10,10,10,10,10,10,5
551,161,320,GQ,English,9/17/2023,9/22/2023,Member,Yes,4,3,8,5,5,6,2
552,161,1512,CK,English,9/2/2023,9/30/2023,Ambassador,No,10,10,10,10,9,10,5
554,278.07,624,GK,English,9/28/2023,9/29/2023,Silver,Yes,2,6,5,2,5,5,1
555,161,622,GQ,English,9/16/2023,9/21/2023,Member,No,10,10,10,10,10,10,5
559,169,817,PQ,English,9/28/2023,9/29/2023,Titanium,Yes,10,10,10,9,8,8,5
562,161,608,GQ,English,9/17/2023,9/23/2023,Member,No,9,9,9,9,9,8,4.5
563,161,802,GK,English,9/17/2023,9/21/2023,Gold,Yes,10,10,10,10,10,10,5
567,189,221,GQ,English,9/16/2023,9/28/2023,Member,No,10,10,10,10,10,10,5
568,237.33,1004,GK,English,9/15/2023,9/23/2023,Member,Yes,8,8,8,,8,8,4
570,183.33,204,GKA,English,9/24/2023,9/27/2023,Member,No,9,8,10,9,9,8,4.5
577,189,602,GK,English,9/15/2023,9/24/2023,Silver,No,9,8,8,6,8,6,4.5
578,161,717,PQ,English,9/23/2023,9/24/2023,Gold,No,10,8,8,8,9,8,5
579,233,1009,PK,English,9/23/2023,9/24/2023,Silver,Yes,10,10,10,10,10,10,5
581,269,1001,PK,English,9/21/2023,9/23/2023,Non-Member,No,10,10,10,10,,,5
583,161,402,GK,English,9/22/2023,9/23/2023,Member,Yes,10,10,10,10,10,10,5
585,246,1106,GQ,English,9/22/2023,9/23/2023,Platinum,No,9,9,10,9,9,9,4.5
587,221,1220,GQ,English,9/22/2023,9/25/2023,Member,No,7,8,7,9,6,8,3.5
590,289,811,PQ,English,9/18/2023,9/22/2023,Silver,No,10,8,10,10,8,8,5
591,185,1611,CK,English,9/19/2023,9/22/2023,Titanium,Yes,10,10,10,10,10,10,5
592,224,1102,GK,English,9/23/2023,9/24/2023,Platinum,No,10,10,10,10,10,8,5
593,256,606,GQ,English,9/23/2023,9/24/2023,Member,No,10,10,10,10,10,10,5
594,203,903,PK,English,9/24/2023,9/25/2023,Member,No,10,10,10,,10,10,5
595,252.6,1125,PK,English,9/22/2023,9/25/2023,Non-Member,Yes,10,10,10,,10,10,5
596,207.67,414,GQ,English (UK),9/13/2023,9/16/2023,Non-Member,No,5,10,10,10,9,7,2.5
599,189,616,GQ,English,9/17/2023,9/20/2023,Member,No,7,9,9,9,8,7,3.5
600,161,1006,GQ,English,9/23/2023,9/24/2023,Silver,No,10,10,10,10,10,10,5
602,165,1612,CQ,English,9/23/2023,9/24/2023,Titanium,No,10,10,9,9,10,8,5
603,284,708,GQ,English,9/22/2023,9/24/2023,Member,No,9,8,9,6,8,8,4.5
604,279.6,1614,CKA,English,9/20/2023,9/24/2023,Silver,No,5,6,6,6,2,6,2.5
605,245.52,323,GK,English,9/22/2023,9/24/2023,Member,Yes,10,10,,,,7,5
606,251,507,GQ,English,9/23/2023,9/24/2023,Non-Member,No,8,9,10,8,9,9,4
607,169,916,GQ,English,9/22/2023,9/24/2023,Member,Yes,5,7,2,5,8,8,2.5
609,237.6,902,GK,English,9/23/2023,9/24/2023,Member,No,7,10,10,8,6,5,3.5
610,362,1615,CK,English,9/21/2023,9/22/2023,Gold,Yes,10,8,10,8,8,8,5
611,264.5,1417,PK,English,9/16/2023,9/18/2023,Platinum,No,10,7,10,8,9,8,5
612,265,1021,PK,English,9/22/2023,9/23/2023,Silver,No,10,9,9,9,9,9,5
620,161,609,PQ,English,9/17/2023,9/21/2023,Member,No,10,9,10,10,10,9,5
621,275,1122,GK,English,9/16/2023,9/17/2023,Silver,No,9,10,10,8,10,10,4.5
623,259.47,1109,PK,English,9/14/2023,9/19/2023,Member,No,7,8,8,8,8,7,3.5
624,175,1122,GK,English,9/11/2023,9/15/2023,Member,No,10,10,10,10,10,10,5
629,273.42,1023,PQ,English,9/15/2023,9/17/2023,Member,No,8,6,8,7,7,8,4
630,279.5,211,GQ,English,9/15/2023,9/17/2023,Member,Yes,3,10,3,10,10,10,1.5
631,176,1707,CK,English,9/15/2023,9/18/2023,Silver,Yes,8,9,9,9,9,9,4
633,304,1401,PK,English,9/15/2023,9/17/2023,Member,No,10,10,10,10,10,10,5
634,231.67,1019,PK,English,9/13/2023,9/17/2023,Silver,No,10,9,10,9,9,9,5
635,249,223,GQ,English,9/1/2023,9/3/2023,Member,No,7,8,8,7,7,8,3.5
636,199,902,GK,English,9/16/2023,9/17/2023,Non-Member,No,1,10,1,10,10,10,0.5
637,199,1108,GQ,English,9/14/2023,9/17/2023,Member,No,10,10,10,,10,9,5
638,254,912,GK,English,9/15/2023,9/17/2023,Member,No,1,7,7,7,8,7,0.5
639,242.1,402,GK,English,9/15/2023,9/17/2023,Silver,No,6,6,10,8,6,6,3
640,289,412,GQ,English,9/15/2023,9/17/2023,Member,No,1,1,5,1,1,1,0.5
642,251.1,712,GQ,English,9/15/2023,9/17/2023,Member,No,10,10,10,8,9,8,5
643,329,923,PQ,English,9/15/2023,9/16/2023,Member,No,3,5,10,5,4,5,1.5
644,260.1,817,PQ,English,9/15/2023,9/17/2023,Member,Yes,9,10,9,9,9,8,4.5
645,246.5,910,GQ,English,9/15/2023,9/17/2023,Member,Yes,10,10,10,10,10,10,5
647,169,1105,PQ,English,9/11/2023,9/12/2023,Silver,Yes,9,10,8,6,10,10,4.5
649,161,1420,GK,English,9/10/2023,9/15/2023,Titanium,Yes,10,,10,,10,10,5
650,252.33,1405,PK,English,9/5/2023,9/15/2023,Titanium,No,10,10,9,9,9,9,5
651,206,503,GQ,English,9/13/2023,9/14/2023,Member,No,10,9,10,6,10,9,5
652,169,1705,CK,English,9/8/2023,9/12/2023,Titanium,Yes,10,9,10,7,9,9,5
658,289,1415,PK,English,8/31/2023,9/5/2023,Silver,Yes,10,10,10,10,10,10,5
662,294,1019,PK,English,9/8/2023,9/10/2023,Member,No,10,10,10,10,10,10,5
665,132.3,1404,GK,English,9/10/2023,9/13/2023,Platinum,Yes,10,10,10,10,10,9,5
667,269,514,GQ,English,9/13/2023,9/14/2023,Gold,No,10,10,10,10,10,10,5
669,259,1012,GK,English,9/11/2023,9/13/2023,Member,No,9,9,9,8,7,8,4.5
673,197,1101,PK,English,8/27/2023,9/7/2023,Platinum,No,1,4,1,6,5,5,0.5
674,240,1716,CK,English,9/8/2023,9/11/2023,Platinum,Yes,10,10,10,9,10,9,5
675,242,608,GQ,English,9/9/2023,9/11/2023,Member,No,10,8,10,,,10,5
678,260,1124,GK,English,9/2/2023,9/3/2023,Member,Yes,10,10,10,10,10,10,5
679,201.83,1124,GK,English,9/3/2023,9/9/2023,Non-Member,No,10,10,10,,10,8,5
680,235.6,710,GDA,English,8/25/2023,9/1/2023,Silver,No,10,10,10,10,10,10,5
682,161,906,GQ,English,9/8/2023,9/10/2023,Member,Yes,10,10,10,10,10,10,5
683,233,224,GK,English,9/8/2023,9/10/2023,Member,No,10,10,10,9,10,9,5
688,197,1510,CK,English,8/23/2023,9/8/2023,Titanium,No,10,9,10,9,9,9,5
690,269,217,GQ,English,9/2/2023,9/5/2023,Non-Member,No,10,,,,,,5
691,299,414,GQ,English,9/2/2023,9/4/2023,Titanium,Yes,10,10,10,10,10,10,5
692,274,1515,CK,English,9/1/2023,9/4/2023,Non-Member,No,10,10,10,10,10,10,5
693,161,324,GK,English,9/5/2023,9/8/2023,Member,No,10,10,10,10,10,10,5
694,298,1018,GQ,English,9/1/2023,9/4/2023,Gold,Yes,7,2,7,7,2,7,3.5
695,241.5,615,PQ,English,9/5/2023,9/7/2023,Non-Member,No,10,10,8,,10,8,5
696,207.5,602,GK,English,9/5/2023,9/7/2023,Gold,No,2,2,3,7,2,4,1
698,189,1118,GQ,English,9/2/2023,9/3/2023,Platinum,Yes,8,8,7,7,8,8,4
699,309.6,621,PQ,English,9/2/2023,9/3/2023,Member,No,6,5,7,8,6,7,3
700,224.5,1611,CK,English,9/3/2023,9/5/2023,Member,Yes,10,10,10,10,10,10,5
701,255.6,719,PQ,English,8/26/2023,9/2/2023,Member,Yes,10,9,9,8,8,9,5
702,314.55,611,PQ,English,9/2/2023,9/4/2023,Gold,No,9,,,,,,4.5
703,173.5,1517,CK,English,8/21/2023,9/6/2023,Titanium,No,10,10,10,10,9,10,5
704,299,503,GQ,English,9/2/2023,9/4/2023,Member,No,6,8,6,,,6,3
706,228.6,510,GQ,English,9/3/2023,9/4/2023,Member,No,8,10,10,10,10,10,4
707,296.1,220,GQ,English,9/2/2023,9/3/2023,Gold,No,5,7,9,,7,7,2.5
708,259.47,1606,CK,English,9/2/2023,9/4/2023,Gold,Yes,7,10,7,9,8,9,3.5
709,186,620,GQ,English,8/28/2023,8/31/2023,Silver,Yes,10,10,10,9,9,10,5
710,222.27,1012,GK,English,8/28/2023,8/31/2023,Member,No,10,8,10,8,8,8,5
714,254,1602,CK,English,8/28/2023,8/30/2023,Member,No,7,9,10,9,7,6,3.5
716,173.5,1709,CK,English,8/30/2023,9/3/2023,Member,No,8,9,8,7,7,7,4
717,278.1,704,GQ,English,9/2/2023,9/3/2023,Member,No,1,1,5,,1,,0.5
718,186,915,PQ,English,8/27/2023,9/1/2023,Platinum,No,8,5,9,9,8,7,4
719,279,1414,GQ,English,8/28/2023,9/1/2023,Member,Yes,1,8,6,1,2,7,0.5
721,179,619,PQ,English,8/21/2023,8/24/2023,Member,No,1,3,6,5,2,7,0.5
722,249.5,1205,PK,English,8/31/2023,9/2/2023,Gold,No,9,10,10,,10,6,4.5
723,262.33,322,GK,English,8/29/2023,9/2/2023,Member,No,10,10,10,,10,10,5
725,220.33,607,PQ,English,8/29/2023,9/2/2023,Silver,Yes,7,6,6,5,6,7,3.5
726,262.33,902,GK,English,8/29/2023,9/2/2023,Member,Yes,9,10,10,9,9,9,4.5
728,209,812,GK,English,8/30/2023,9/1/2023,Member,No,10,10,10,10,10,10,5
730,254,1709,CK,English,8/25/2023,8/27/2023,Silver,No,8,8,5,7,8,8,4
731,119.5,608,GQ,English,8/19/2023,8/20/2023,Member,No,9,10,10,10,10,,4.5
732,212.97,715,PQ,English,8/28/2023,8/29/2023,Silver,No,1,8,10,,1,5,0.5
733,265.67,1018,GQ,English,8/26/2023,8/29/2023,Non-Member,No,10,10,10,10,10,10,5
735,278.1,820,GQ,English,8/25/2023,8/26/2023,Member,No,9,8,8,8,8,8,4.5
738,289,1611,CK,English,8/26/2023,8/27/2023,Member,No,10,9,10,9,9,9,5
739,186,1007,PQ,English,8/21/2023,8/25/2023,Platinum,Yes,8,9,8,7,9,10,4
742,296.1,1717,CQ,English,8/22/2023,8/24/2023,Silver,No,10,10,10,10,10,10,5
743,195,1009,PK,English,8/27/2023,8/28/2023,Member,No,10,9,10,10,9,10,5
745,195,1005,PQ,English,8/27/2023,8/28/2023,Silver,No,9,9,9,9,9,9,4.5
747,295,1618,CK,English,8/26/2023,8/27/2023,Member,No,10,10,10,,10,10,5
749,210,1019,PK,English,8/21/2023,8/23/2023,Member,No,5,10,10,8,5,8,2.5
750,269.1,811,PQ,English,8/25/2023,8/27/2023,Member,No,7,7,7,7,7,7,3.5
751,228.6,703,PQ,English,8/23/2023,8/25/2023,Member,Yes,9,,,,,,4.5
752,274,1220,GQ,English,8/23/2023,8/25/2023,Member,Yes,10,10,10,,10,10,5
755,227.05,906,GQ,English,8/23/2023,8/25/2023,Member,Yes,1,1,1,2,1,3,0.5
756,286.5,1205,PK,English,8/17/2023,8/22/2023,Non-Member,No,10,10,10,10,10,10,5
758,239,1401,PK,English,8/20/2023,8/25/2023,Silver,Yes,10,10,10,10,10,10,5
759,274,1525,CK,English,8/24/2023,8/26/2023,Member,No,8,8,10,7,4,5,4
760,312.33,1705,CK,English,8/23/2023,8/26/2023,Silver,No,9,9,9,9,9,9,4.5
761,186,201,GK,English,8/21/2023,8/24/2023,Member,No,10,9,9,,8,9,5
763,324.75,1505,CK,English,8/16/2023,8/20/2023,Platinum,No,9,7,10,10,8,9,4.5
765,175,1421,PK,English,8/21/2023,8/24/2023,Titanium,Yes,8,9,10,10,8,8,4
766,293,619,PQ,English,8/14/2023,8/16/2023,Member,No,6,6,9,7,6,5,3
770,312.33,1725,CK,English,8/21/2023,8/25/2023,Silver,No,10,10,10,8,10,10,5
771,186,1724,CK,English,8/21/2023,8/25/2023,Member,No,5,8,4,7,6,6,2.5
772,263,912,GK,English,8/18/2023,8/19/2023,Silver,Yes,9,9,10,9,8,9,4.5
773,215,321,GK,English,8/23/2023,8/25/2023,Silver,Yes,6,8,8,8,4,7,3
774,205,218,GQ,English,8/12/2023,8/13/2023,Non-Member,No,7,9,10,8,6,8,3.5
775,229,1011,PK,English,8/22/2023,8/24/2023,Titanium,Yes,9,9,8,9,5,8,4.5
776,279,1421,PK,English,8/19/2023,8/20/2023,Gold,Yes,7,8,8,8,5,7,3.5
777,243,417,GQ,English,8/16/2023,8/20/2023,Silver,Yes,10,8,10,10,10,10,5
782,264,1422,GK,English,8/19/2023,8/23/2023,Non-Member,No,3,5,5,3,3,6,1.5
784,287.1,1210,GQ,English,8/15/2023,8/18/2023,Platinum,No,9,8,9,10,8,8,4.5
785,299,1701,CK,English,8/17/2023,8/18/2023,Member,No,10,8,9,8,8,9,5
786,228.5,1219,PQ,English,8/19/2023,8/21/2023,Platinum,Yes,10,9,10,10,8,10,5
790,244.5,1019,PK,English,8/18/2023,8/21/2023,Platinum,Yes,10,9,10,8,9,9,5
791,245.75,607,PQ,English,8/16/2023,8/21/2023,Platinum,Yes,5,1,3,7,1,7,2.5
792,234.33,614,GQ,English,8/16/2023,8/21/2023,Gold,Yes,8,7,8,7,6,7,4
793,228.67,1605,CK,English,8/16/2023,8/21/2023,Titanium,No,8,9,8,7,4,9,4
795,199,1020,GK,English,8/20/2023,8/21/2023,Member,No,1,5,1,1,2,4,0.5
797,222.5,1618,CK,English,8/12/2023,8/17/2023,Titanium,Yes,10,9,10,10,8,9,5
798,179,1002,GK,English,8/20/2023,8/21/2023,Non-Member,No,9,10,7,,10,10,4.5
799,186,1216,GK,English,8/15/2023,8/19/2023,Member,No,10,10,10,10,10,10,5
800,243,204,GKA,English,8/15/2023,8/19/2023,Member,Yes,3,5,7,9,5,5,1.5
803,333.5,422,GQ,English,8/16/2023,8/19/2023,Member,No,10,10,10,9,9,7,5
805,312.5,1402,GK,English,8/17/2023,8/20/2023,Member,Yes,9,10,10,8,8,9,4.5
806,273.6,501,GK,English,8/19/2023,8/20/2023,Member,No,3,7,3,6,2,2,1.5
808,273.6,724,GK,English,8/18/2023,8/20/2023,Member,Yes,8,10,10,9,9,8,4
809,275.5,807,PK,English,8/18/2023,8/20/2023,Silver,No,9,10,10,10,5,10,4.5
811,232.4,525,GK,English,8/9/2023,8/15/2023,Member,No,9,9,10,10,9,9,4.5
816,257,1103,PK,English,8/15/2023,8/19/2023,Platinum,Yes,10,10,10,10,10,10,5
817,398,206,GQ,English,8/4/2023,8/6/2023,Member,No,8,9,10,8,9,8,4
819,261.5,702,GK,English,8/13/2023,8/18/2023,Non-Member,No,10,10,10,10,5,10,5
820,186,202,GK,English,8/15/2023,8/18/2023,Silver,No,10,10,10,10,7,10,5
821,165,718,GQ,English,8/18/2023,8/19/2023,Gold,No,10,10,10,10,10,10,5
823,294,920,GQ,English,8/14/2023,8/18/2023,Silver,No,9,9,5,,8,7,4.5
824,324,1720,CK,English,8/15/2023,8/16/2023,Non-Member,No,10,9,10,,9,6,5
825,288,1125,PK,English,8/15/2023,8/18/2023,Member,Yes,10,9,10,9,9,9,5
826,292,1110,GQ,English,8/12/2023,8/18/2023,Platinum,No,10,10,10,9,10,10,5
827,269,614,GQ,English,8/11/2023,8/13/2023,Non-Member,No,1,2,3,1,3,2,0.5
828,269.1,704,GQ,English,8/11/2023,8/14/2023,Silver,No,9,8,9,9,8,9,4.5
838,226.92,1520,CK,English,8/14/2023,8/16/2023,Member,No,5,10,,10,,10,2.5
839,249,424,GK,English,8/12/2023,8/13/2023,Non-Member,No,9,8,8,10,8,8,4.5
841,10.93,725,PK,English,8/16/2023,8/16/2023,Member,No,10,10,10,10,10,10,5
842,254.1,1217,PK,English,8/9/2023,8/16/2023,Member,Yes,10,10,10,10,10,10,5
843,179,818,GK,English,8/13/2023,8/14/2023,Silver,No,10,10,10,,10,10,5
847,186,825,PK,English,8/12/2023,8/14/2023,Member,Yes,9,6,9,9,6,8,4.5
848,279.6,817,PQ,English,8/11/2023,8/14/2023,Member,Yes,10,10,10,10,10,10,5
849,246,1005,PQ,English,8/9/2023,8/10/2023,Titanium,No,9,10,10,7,9,9,4.5
855,317.5,1612,CQ,English,8/11/2023,8/13/2023,Member,Yes,10,10,10,8,8,8,5
858,282.6,421,GQ,English,8/12/2023,8/13/2023,Member,No,10,10,10,10,10,10,5
859,284,414,GQ,English,8/12/2023,8/13/2023,Member,Yes,8,8,10,,8,8,4
860,313,1005,PQ,English,8/6/2023,8/9/2023,Silver,Yes,8,8,10,9,6,6,4
861,186,718,GQ,English,8/11/2023,8/13/2023,Platinum,Yes,7,7,7,7,7,7,3.5
862,176,1712,CQ,English,7/31/2023,8/3/2023,Titanium,Yes,10,10,10,10,8,10,5
863,246,1003,PK,English,8/11/2023,8/12/2023,Member,No,10,10,10,10,10,10,5
865,309.5,625,PK,English,8/4/2023,8/8/2023,Member,No,10,9,9,9,9,9,5
867,269,215,GQ,English,8/8/2023,8/8/2023,Non-Member,No,5,10,4,,3,9,2.5
882,399,922,GK,English,8/5/2023,8/6/2023,Member,No,10,10,10,10,10,10,5
886,254,1221,PK,English,8/9/2023,8/10/2023,Gold,No,6,9,7,7,9,2,3
887,386.1,1014,GQ,English,8/4/2023,8/6/2023,Member,No,5,8,10,10,6,5,2.5
888,282.67,905,PQ,English,8/7/2023,8/10/2023,Member,No,1,9,10,1,7,6,0.5
890,342,1610,CK,English,8/8/2023,8/9/2023,Member,Yes,9,10,10,9,10,9,4.5
891,209,423,GQ,English,8/1/2023,8/5/2023,Silver,No,5,9,9,1,9,8,2.5
892,186,1222,GK,English,8/4/2023,8/5/2023,Non-Member,No,9,8,10,9,8,9,4.5
894,379,819,PQ,English,8/3/2023,8/8/2023,Non-Member,No,6,9,6,7,6,7,3
895,309.67,306,PQ,English,7/30/2023,8/4/2023,Silver,No,6,7,7,9,3,5,3
897,434,1523,CQ,English,8/5/2023,8/8/2023,Silver,No,7,8,9,8,7,8,3.5
901,309.5,1415,PK,English,8/1/2023,8/3/2023,Titanium,Yes,7,9,6,5,9,9,3.5
902,364.5,607,PQ,English,8/4/2023,8/6/2023,Member,No,8,8,8,8,8,8,4
903,360.5,803,PK,English,8/4/2023,8/7/2023,Gold,No,9,9,10,,9,9,4.5
905,186,1510,CK,English,8/4/2023,8/6/2023,Member,No,10,10,10,10,10,10,5
906,296.1,520,GQ,English,8/3/2023,8/4/2023,Member,No,10,10,10,10,10,9,5
907,399,1710,CKA,English,8/4/2023,8/6/2023,Non-Member,No,4,3,5,5,5,5,2
910,339,1125,PK,English,8/5/2023,8/6/2023,Titanium,Yes,8,8,8,9,8,8,4
911,407.5,823,PQ,English,8/4/2023,8/6/2023,Member,Yes,10,10,10,10,10,10,5
912,189,1116,GQ,English,8/3/2023,8/5/2023,Member,No,8,8,8,8,8,8,4
914,186,818,GK,English,8/2/2023,8/6/2023,Member,No,2,2,7,6,1,1,1
916,341.1,1415,PK,English,8/3/2023,8/5/2023,Member,Yes,6,10,9,5,9,9,3
919,186,504,GQ,English,8/4/2023,8/5/2023,Member,No,3,7,6,7,1,5,1.5
921,232,1025,PK,English,7/18/2023,7/24/2023,Gold,No,10,10,10,8,10,7,5
926,232,1112,GK,English,7/19/2023,7/20/2023,Member,No,10,10,10,10,10,10,5
927,221,1019,PK,English,7/19/2023,7/23/2023,Member,No,6,6,8,8,3,8,3
928,225,210,GQ,English,7/25/2023,7/30/2023,Member,No,9,9,10,2,10,8,4.5
930,232,610,GDA,English,7/20/2023,7/24/2023,Member,No,7,10,10,10,6,6,3.5
931,232,215,GQ,English,7/19/2023,7/21/2023,Member,No,9,9,9,5,8,8,4.5
932,232,1009,PK,English,7/19/2023,7/24/2023,Member,No,9,10,10,10,8,9,4.5
933,232,1117,PQ,English,7/19/2023,7/23/2023,Member,No,10,10,10,10,10,10,5
934,252,905,PQ,English,7/20/2023,7/23/2023,Member,Yes,9,10,10,9,10,9,4.5
935,290.5,1209,PK,English,7/24/2023,7/30/2023,Titanium,Yes,10,9,10,10,8,9,5
936,186,917,PQ,English,7/26/2023,7/29/2023,Gold,Yes,6,9,10,10,8,8,3
937,232,904,GK,English,7/19/2023,7/24/2023,Member,Yes,10,10,10,,10,10,5
938,226,806,GQ,English,7/20/2023,7/23/2023,Member,Yes,10,10,10,10,10,10,5
940,272,507,GQ,English,7/20/2023,7/23/2023,Member,No,10,10,10,10,10,10,5
941,221,1204,GK,English,7/18/2023,7/24/2023,Non-Member,Yes,10,10,10,10,10,10,5
942,225,1116,GQ,English,7/24/2023,7/30/2023,Member,No,8,8,8,8,8,8,4
944,226,911,GKA,English,7/20/2023,7/23/2023,Non-Member,No,10,9,10,,9,9,5
947,232,1417,PK,English,7/19/2023,7/24/2023,Member,No,7,,,,,,3.5
949,339,1702,CK,English,7/27/2023,7/30/2023,Non-Member,No,6,10,10,10,10,7,3
951,371.1,504,GQ,English,7/24/2023,7/30/2023,Member,No,10,10,10,10,10,10,5
952,291.5,1009,PK,English,7/24/2023,7/30/2023,Member,No,10,8,9,7,8,7,5
953,287.1,1111,PK,English,7/29/2023,7/30/2023,Gold,Yes,10,10,10,10,9,10,5
954,340.33,1618,CK,English,7/27/2023,8/3/2023,Platinum,Yes,10,9,9,9,9,9,5
956,170.5,723,PQ,English,7/27/2023,7/30/2023,Gold,No,7,8,9,8,8,8,3.5
957,296.1,614,GQ,English,8/1/2023,8/2/2023,Member,No,6,8,8,8,4,4,3
958,186,702,GK,English,7/28/2023,7/29/2023,Non-Member,No,10,10,8,,8,9,5
959,186,601,PK,English,7/28/2023,7/29/2023,Gold,Yes,9,9,10,10,7,9,4.5
960,226,1522,CK,English,7/19/2023,7/25/2023,Member,Yes,10,10,10,10,10,10,5
961,221,417,GQ,English,7/19/2023,7/24/2023,Member,No,8,8,8,,7,8,4
962,267,1001,PK,English,7/26/2023,7/31/2023,Platinum,Yes,10,,10,,,,5
963,232,220,GQ,English,7/19/2023,7/23/2023,Silver,Yes,5,8,5,,8,5,2.5
966,284,621,PQ,English,7/23/2023,7/27/2023,Member,Yes,9,9,10,9,8,9,4.5
968,186,1214,GK,English,7/27/2023,7/28/2023,Silver,Yes,10,8,10,8,8,8,5
969,186,1717,CQ,English,7/26/2023,7/28/2023,Member,Yes,10,10,10,10,9,9,5
970,221,411,GQ,English,7/19/2023,7/23/2023,Member,No,8,9,9,8,6,7,4
971,209,1511,CQ,English,7/27/2023,7/31/2023,Member,Yes,10,10,10,9,10,9,5
972,272,306,GQ,English,7/18/2023,7/24/2023,Member,No,10,10,10,9,10,9,5
973,274,1218,GK,English,7/29/2023,8/1/2023,Member,No,10,10,,,10,6,5
975,232,1524,CK,English,7/19/2023,7/23/2023,Member,No,10,10,10,10,10,10,5
976,221,509,GQ,English,7/18/2023,7/23/2023,Member,No,10,10,10,10,10,10,5
978,335.67,1103,PK,English,7/28/2023,7/31/2023,Non-Member,No,10,10,10,10,9,9,5
979,232,724,GK,English,7/18/2023,7/23/2023,Silver,No,10,10,10,10,10,10,5
980,221,612,GQ,English,7/19/2023,7/24/2023,Non-Member,No,10,9,10,9,7,9,5
981,232,703,PQ,English,7/19/2023,7/21/2023,Member,No,10,10,10,9,10,10,5
982,221,409,GQ,English,7/19/2023,7/23/2023,Member,No,10,10,9,1,8,10,5
983,232,1420,GK,English,7/19/2023,7/23/2023,Member,No,10,10,10,10,9,10,5
984,232,508,GQ,English,7/19/2023,7/24/2023,Member,No,10,10,10,10,10,10,5
985,221,1101,PK,English,7/19/2023,7/24/2023,Silver,Yes,8,9,10,,8,6,4
986,221,1517,CK,English,7/19/2023,7/23/2023,Silver,No,10,10,10,10,8,10,5
987,232,914,GQ,English,7/19/2023,7/22/2023,Member,No,8,10,10,8,10,7,4
989,232,405,GQ,English,7/19/2023,7/23/2023,Member,No,10,10,10,7,7,8,5
990,189,1418,GQ,English,7/28/2023,7/31/2023,Gold,Yes,10,10,10,10,10,10,5
991,186,1416,GQ,English,7/27/2023,7/29/2023,Member,Yes,7,10,10,6,9,7,3.5
992,189,1117,PQ,English,7/29/2023,7/30/2023,Member,No,10,10,10,10,10,10,5
994,313,1021,PK,English,7/29/2023,7/30/2023,Member,No,10,10,10,10,10,10,5
996,332,1625,CK,English,7/28/2023,7/30/2023,Member,Yes,10,10,10,9,10,9,5
